IRIS;GRD_QUART
173460000;1734600
173470101;1734701
173470102;1734701
173470103;1734701
173470104;1734701
173480000;1734800
173490000;1734900
173500000;1735000
173510000;1735100
173530000;1735300
173540000;1735400
173550000;1735500
173560000;1735600
173570000;1735700
173580000;1735800
173590000;1735900
173600000;1736000
173610000;1736100
173620000;1736200
173630000;1736300
173640000;1736400
173650000;1736500
173660000;1736600
173670000;1736700
173690000;1736900
173720000;1737200
173730000;1737300
173740000;1737400
173750000;1737500
173760000;1737600
173770000;1737700
173780000;1737800
173790000;1737900
173800000;1738000
173810000;1738100
173820000;1738200
173830000;1738300
173840000;1738400
173850101;1738501
173850102;1738501
173850103;1738501
173860000;1738600
173870000;1738700
173880000;1738800
173890000;1738900
173900000;1739000
173910000;1739100
173930000;1739300
173940000;1739400
173950000;1739500
173960000;1739600
173970000;1739700
173980000;1739800
174000000;1740000
174010000;1740100
174020000;1740200
174030000;1740300
174040000;1740400
174050000;1740500
174060000;1740600
174070000;1740700
174080000;1740800
174090000;1740900
174100000;1741000
174110000;1741100
174120000;1741200
174130000;1741300
174140000;1741400
174150101;1741501
174150102;1741501
174150201;1741502
174150202;1741502
174150203;1741502
174150301;1741503
174150302;1741503
174150303;1741503
174150304;1741503
174150401;1741504
174150402;1741504
174150403;1741504
174160000;1741600
174170000;1741700
174180000;1741800
174200000;1742000
174210101;1742101
174210102;1742101
174220000;1742200
174230000;1742300
174240000;1742400
174250000;1742500
174260000;1742600
174270000;1742700
174280000;1742800
174290000;1742900
174300000;1743000
174310000;1743100
174320000;1743200
174330000;1743300
174340101;1743401
174340102;1743401
174340103;1743401
174350000;1743500
174360000;1743600
174370000;1743700
174380000;1743800
174390000;1743900
174400000;1744000
174410000;1744100
174420000;1744200
174430000;1744300
174440000;1744400
174450000;1744500
174460000;1744600
174470000;1744700
174480000;1744800
174490101;1744901
174490102;1744901
174490103;1744901
174500000;1745000
174510000;1745100
174520000;1745200
174530000;1745300
174540000;1745400
174550000;1745500
174570000;1745700
174580000;1745800
174590000;1745900
174600000;1746000
174610000;1746100
174620000;1746200
174630000;1746300
174640000;1746400
174650000;1746500
174660000;1746600
174670000;1746700
174680000;1746800
174690000;1746900
174700000;1747000
174710000;1747100
174720000;1747200
174730000;1747300
174740000;1747400
174760000;1747600
174770000;1747700
174780000;1747800
174790000;1747900
174800000;1748000
174810000;1748100
174820000;1748200
174830000;1748300
174840000;1748400
174850000;1748500
174860000;1748600
180010000;1800100
180020000;1800200
180030000;1800300
180040000;1800400
180050000;1800500
180060000;1800600
180070000;1800700
180080000;1800800
180090000;1800900
180100000;1801000
180110000;1801100
180120000;1801200
180130000;1801300
180140000;1801400
180150000;1801500
180160000;1801600
180170000;1801700
180180000;1801800
180190000;1801900
180200000;1802000
180210000;1802100
180220000;1802200
180230000;1802300
180240000;1802400
180250000;1802500
180260000;1802600
180270000;1802700
180280000;1802800
180290000;1802900
180300000;1803000
180310000;1803100
180320000;1803200
180330101;1803301
180330102;1803301
180330201;1803302
180330202;1803302
180330203;1803302
180330204;1803302
180330205;1803302
180330301;1803303
180330401;1803304
180330402;1803304
180330501;1803305
180330601;1803306
180330602;1803306
180330701;1803307
180330801;1803308
180330901;1803309
180330902;1803309
180331001;1803310
180331002;1803310
180331003;1803310
180331004;1803310
180331101;1803311
180331102;1803311
180331201;1803312
180331301;1803313
180331302;1803313
180331401;1803314
180331501;1803315
180340000;1803400
180350000;1803500
180360000;1803600
180370000;1803700
180380000;1803800
180390000;1803900
180400000;1804000
180410000;1804100
180420000;1804200
180430000;1804300
180440000;1804400
180450000;1804500
180460000;1804600
180470000;1804700
180480000;1804800
180490000;1804900
180500000;1805000
180510000;1805100
180520000;1805200
180530000;1805300
180540000;1805400
180550000;1805500
180560000;1805600
180570000;1805700
180580000;1805800
180590000;1805900
180600000;1806000
180610000;1806100
180620000;1806200
180630000;1806300
180640000;1806400
180650000;1806500
180660000;1806600
180670000;1806700
180680000;1806800
180690000;1806900
180700000;1807000
180710000;1807100
180720000;1807200
180730000;1807300
180740000;1807400
180750000;1807500
180760000;1807600
180770000;1807700
180780000;1807800
180790000;1807900
180800000;1808000
180810000;1808100
180820000;1808200
180830000;1808300
180840000;1808400
180850000;1808500
180860000;1808600
180870000;1808700
180880000;1808800
180890000;1808900
180900000;1809000
180910000;1809100
180920000;1809200
180930000;1809300
180940000;1809400
180950000;1809500
180960000;1809600
180970000;1809700
180980000;1809800
180990000;1809900
181000000;1810000
181010000;1810100
181020000;1810200
181030000;1810300
181040000;1810400
181050000;1810500
181060000;1810600
181070000;1810700
181080000;1810800
181090000;1810900
181100000;1811000
181110000;1811100
181120000;1811200
181130000;1811300
181140000;1811400
181150000;1811500
181160000;1811600
181170000;1811700
181180000;1811800
181190000;1811900
181200000;1812000
181210000;1812100
181220000;1812200
181240000;1812400
181250000;1812500
181260000;1812600
181270000;1812700
181280000;1812800
181290000;1812900
181300000;1813000
181310000;1813100
181320000;1813200
181330000;1813300
181340000;1813400
181350000;1813500
181360000;1813600
181370000;1813700
181380000;1813800
181390000;1813900
181400000;1814000
181410000;1814100
181420000;1814200
181430000;1814300
181440000;1814400
181450000;1814500
181460000;1814600
181470000;1814700
181480000;1814800
181490000;1814900
181500000;1815000
181510000;1815100
181520000;1815200
181530000;1815300
181540000;1815400
181550000;1815500
181560000;1815600
181570000;1815700
181580000;1815800
181590000;1815900
181600000;1816000
181610000;1816100
181620000;1816200
181630000;1816300
181640000;1816400
181650000;1816500
181660000;1816600
181670000;1816700
181680000;1816800
181690000;1816900
181700000;1817000
181710000;1817100
181720000;1817200
181730000;1817300
181740000;1817400
181750000;1817500
181760000;1817600
181770000;1817700
181780000;1817800
181790000;1817900
181800000;1818000
181810000;1818100
181820000;1818200
181830000;1818300
181840000;1818400
181850000;1818500
181860000;1818600
181870000;1818700
181880000;1818800
181890000;1818900
181900000;1819000
181910000;1819100
181920000;1819200
181930000;1819300
181940000;1819400
181950000;1819500
181960000;1819600
181970101;1819701
181970102;1819701
181970103;1819701
181970104;1819701
181980000;1819800
181990000;1819900
182000000;1820000
182010000;1820100
182020000;1820200
182030000;1820300
182040000;1820400
182050101;1820501
182050102;1820501
182050103;1820501
182050104;1820501
182060000;1820600
182070000;1820700
182080000;1820800
182090000;1820900
182100000;1821000
182110000;1821100
182120000;1821200
182130101;1821301
182130102;1821301
182140000;1821400
182150000;1821500
182160000;1821600
182170000;1821700
182180000;1821800
182190000;1821900
182200000;1822000
182210000;1822100
182230000;1822300
182240000;1822400
182250000;1822500
182260000;1822600
182270000;1822700
182280000;1822800
182290000;1822900
182300000;1823000
182310000;1823100
182320000;1823200
182330000;1823300
182340000;1823400
182350000;1823500
182360000;1823600
182370000;1823700
182380000;1823800
182400000;1824000
182410000;1824100
182420000;1824200
182430000;1824300
182440000;1824400
182450000;1824500
182460000;1824600
182470000;1824700
182480000;1824800
182490000;1824900
182500000;1825000
182510000;1825100
182520000;1825200
182530000;1825300
182540000;1825400
182550000;1825500
182560000;1825600
182570000;1825700
182580000;1825800
182590000;1825900
182600000;1826000
182610000;1826100
182620000;1826200
182630000;1826300
182640000;1826400
182650000;1826500
182660000;1826600
182670000;1826700
182680000;1826800
182690000;1826900
182700000;1827000
182710000;1827100
182720000;1827200
182730000;1827300
182740000;1827400
182750000;1827500
182760000;1827600
182770000;1827700
182780000;1827800
182790101;1827901
182790102;1827901
182790201;1827902
182790301;1827903
182790401;1827904
182790501;1827905
182790502;1827905
182790601;1827906
182790701;1827907
182790801;1827908
182790901;1827909
182791001;1827910
182791101;1827911
182800000;1828000
182810000;1828100
182820000;1828200
182830000;1828300
182840000;1828400
182850000;1828500
182860000;1828600
182870000;1828700
182880000;1828800
182890000;1828900
182900000;1829000
190010000;1900100
190020000;1900200
190030000;1900300
190040000;1900400
190050000;1900500
190060000;1900600
190070000;1900700
190080000;1900800
190090000;1900900
190100000;1901000
190110000;1901100
190120000;1901200
190130000;1901300
190140000;1901400
190150000;1901500
190160000;1901600
190170000;1901700
190180000;1901800
190190000;1901900
190200000;1902000
190210000;1902100
190220000;1902200
190230000;1902300
190240000;1902400
190250000;1902500
190260000;1902600
190270000;1902700
190280000;1902800
190290000;1902900
190300000;1903000
190310101;1903101
190310102;1903101
190310103;1903101
190310104;1903101
190310201;1903102
190310202;1903102
190310203;1903102
190310301;1903103
190310302;1903103
190310303;1903103
190310304;1903103
190310401;1903104
190310403;1903104
190310405;1903104
190310406;1903104
190310501;1903105
190310502;1903105
190310503;1903105
190310601;1903106
190310602;1903106
190310603;1903106
190310701;1903107
190310702;1903107
190330000;1903300
190340000;1903400
190350000;1903500
190360000;1903600
190370000;1903700
190380000;1903800
190390000;1903900
190400000;1904000
190410000;1904100
190420000;1904200
190430000;1904300
190440000;1904400
190450000;1904500
190460000;1904600
190470000;1904700
190480000;1904800
190490000;1904900
190500000;1905000
190510000;1905100
190520000;1905200
190530000;1905300
190540000;1905400
190550000;1905500
190560000;1905600
190570000;1905700
190580000;1905800
190590000;1905900
190600000;1906000
190610000;1906100
190620000;1906200
190630000;1906300
190640000;1906400
190650000;1906500
190660000;1906600
190670000;1906700
190680000;1906800
190690000;1906900
190700000;1907000
190710000;1907100
190720000;1907200
190730101;1907301
190730102;1907301
190740000;1907400
190750000;1907500
190760000;1907600
190770000;1907700
190780000;1907800
190790000;1907900
190800000;1908000
190810000;1908100
190820000;1908200
190830000;1908300
190840000;1908400
190850000;1908500
190860000;1908600
190870000;1908700
190880000;1908800
190890000;1908900
190900000;1909000
190910000;1909100
190930000;1909300
190940000;1909400
190950000;1909500
190960000;1909600
190970000;1909700
190980000;1909800
190990000;1909900
191000000;1910000
191010000;1910100
191020000;1910200
191030000;1910300
191040000;1910400
191050000;1910500
191060000;1910600
191070000;1910700
191080000;1910800
191090000;1910900
191100000;1911000
191110000;1911100
191120000;1911200
191130000;1911300
191140000;1911400
191150000;1911500
191160000;1911600
191170000;1911700
191180000;1911800
191190000;1911900
191200000;1912000
191210000;1912100
191220000;1912200
191230101;1912301
191230102;1912301
191230103;1912301
191230201;1912302
191240000;1912400
191250000;1912500
191260000;1912600
191280000;1912800
191290000;1912900
191300000;1913000
191310000;1913100
191320000;1913200
191330000;1913300
191340000;1913400
191350000;1913500
191360000;1913600
191370000;1913700
191380000;1913800
191390000;1913900
191400000;1914000
191410000;1914100
191420000;1914200
191430000;1914300
191440000;1914400
191450000;1914500
191460000;1914600
191470000;1914700
191480000;1914800
191490000;1914900
191500000;1915000
191510000;1915100
191520000;1915200
191530000;1915300
191540000;1915400
191550000;1915500
191560000;1915600
191570000;1915700
191580000;1915800
191590000;1915900
191600000;1916000
191610000;1916100
191620000;1916200
191630000;1916300
191640000;1916400
191650000;1916500
191660000;1916600
191670000;1916700
191680000;1916800
191690000;1916900
191700000;1917000
191710000;1917100
191720000;1917200
191730000;1917300
191740000;1917400
191750000;1917500
191760000;1917600
191770000;1917700
191780000;1917800
191790000;1917900
191800000;1918000
191810000;1918100
191820000;1918200
191840000;1918400
191860000;1918600
191870000;1918700
191880000;1918800
191890000;1918900
191900000;1919000
191910000;1919100
191920000;1919200
191930000;1919300
191940000;1919400
191950000;1919500
191960000;1919600
191980000;1919800
191990000;1919900
192000000;1920000
192010000;1920100
192020000;1920200
192030000;1920300
192040000;1920400
192050000;1920500
192060000;1920600
192070000;1920700
192080000;1920800
192090000;1920900
192100000;1921000
192110000;1921100
192120000;1921200
192130000;1921300
192140000;1921400
192150000;1921500
192160000;1921600
192170000;1921700
192190000;1921900
192200000;1922000
192210000;1922100
192220000;1922200
192230000;1922300
192250000;1922500
192260000;1922600
192270000;1922700
192280000;1922800
192290000;1922900
192300000;1923000
192310000;1923100
192320000;1923200
192330000;1923300
192340000;1923400
192350000;1923500
192360000;1923600
192370000;1923700
192380000;1923800
192390000;1923900
192400000;1924000
192410000;1924100
192420000;1924200
192430000;1924300
192440000;1924400
192450000;1924500
192460000;1924600
192470000;1924700
192480000;1924800
192490000;1924900
192500000;1925000
192510000;1925100
192520000;1925200
192530000;1925300
192540000;1925400
192550000;1925500
192560000;1925600
192570000;1925700
192580000;1925800
192590000;1925900
192600000;1926000
192610000;1926100
192620000;1926200
192630000;1926300
192640000;1926400
192650000;1926500
192660000;1926600
192680000;1926800
192690000;1926900
192700000;1927000
192710000;1927100
192720101;1927201
192720102;1927201
192720201;1927202
192720202;1927202
192720301;1927203
192720302;1927203
192720303;1927203
192730000;1927300
192740000;1927400
192750101;1927501
192750102;1927501
192750201;1927502
192750202;1927502
192750203;1927502
192760000;1927600
192770000;1927700
192780000;1927800
192790000;1927900
192800000;1928000
192810000;1928100
192830000;1928300
192840000;1928400
192850000;1928500
192860000;1928600
192870000;1928700
192880000;1928800
192890000;1928900
210010000;2100100
210020000;2100200
210030000;2100300
210040000;2100400
210050000;2100500
210060000;2100600
210070000;2100700
210080000;2100800
210090000;2100900
210100000;2101000
210110000;2101100
210120000;2101200
210130000;2101300
210140000;2101400
210150000;2101500
210160000;2101600
210170000;2101700
210180000;2101800
210200000;2102000
210210000;2102100
210220000;2102200
210230000;2102300
210240000;2102400
210250000;2102500
210260000;2102600
210270000;2102700
210280000;2102800
210290000;2102900
210300000;2103000
210310000;2103100
210320000;2103200
210330000;2103300
210340000;2103400
210350000;2103500
210360000;2103600
210370000;2103700
210380101;2103801
210380102;2103801
210380103;2103801
210390000;2103900
210400000;2104000
210410000;2104100
210420000;2104200
210430000;2104300
210440000;2104400
210450000;2104500
210460000;2104600
210470000;2104700
210480000;2104800
210490000;2104900
210500000;2105000
210510000;2105100
210520000;2105200
210530000;2105300
210540101;2105401
210540102;2105401
210540103;2105401
210540104;2105401
210540105;2105401
210540106;2105401
210540107;2105401
210540108;2105401
210540109;2105401
210540110;2105401
210550000;2105500
210560000;2105600
210570000;2105700
210580000;2105800
210590000;2105900
210600000;2106000
210610000;2106100
210620000;2106200
210630000;2106300
210640000;2106400
210650000;2106500
210660000;2106600
210670000;2106700
210680000;2106800
210690000;2106900
210700000;2107000
210710000;2107100
210720000;2107200
210740000;2107400
210750000;2107500
210760000;2107600
210770000;2107700
210780000;2107800
210790000;2107900
210800000;2108000
210810000;2108100
210820000;2108200
210830000;2108300
210840000;2108400
210850000;2108500
210860000;2108600
210870000;2108700
210880000;2108800
210890000;2108900
210900000;2109000
210910000;2109100
210920000;2109200
210930000;2109300
210940000;2109400
210950000;2109500
210960000;2109600
210970000;2109700
210980000;2109800
210990000;2109900
211000000;2110000
211010000;2110100
211020000;2110200
211030000;2110300
211040000;2110400
211050000;2110500
211060000;2110600
211070000;2110700
211080000;2110800
211090000;2110900
211100000;2111000
211110000;2111100
211120000;2111200
211130000;2111300
211140000;2111400
211150000;2111500
211160000;2111600
211170000;2111700
211180000;2111800
211190000;2111900
211200000;2112000
211210000;2112100
211220000;2112200
211230000;2112300
211240000;2112400
211250000;2112500
211260000;2112600
211270000;2112700
211280000;2112800
211290000;2112900
211300000;2113000
211310000;2113100
211320000;2113200
211330000;2113300
211340000;2113400
211350000;2113500
211360000;2113600
211370000;2113700
211380000;2113800
211390000;2113900
211400000;2114000
211410000;2114100
211420000;2114200
211430000;2114300
211440000;2114400
211450000;2114500
211460000;2114600
211470000;2114700
211480000;2114800
211490000;2114900
211500000;2115000
211510000;2115100
211520000;2115200
211530000;2115300
211540101;2115401
211540102;2115401
211540103;2115401
211550000;2115500
211560000;2115600
211570000;2115700
211580000;2115800
211590000;2115900
211600000;2116000
211610000;2116100
211620000;2116200
211630000;2116300
211640000;2116400
211650000;2116500
211660101;2116601
211660102;2116601
211660103;2116601
211660104;2116601
211660105;2116601
211660106;2116601
211660107;2116601
211669801;2116698
211669802;2116698
211670000;2116700
211680000;2116800
211690000;2116900
211700000;2117000
211710101;2117101
211710102;2117101
211710103;2117101
211710104;2117101
211710199;2117101
211720000;2117200
211730000;2117300
211750000;2117500
211760000;2117600
211770000;2117700
211780000;2117800
211790000;2117900
211800000;2118000
211810000;2118100
211820000;2118200
211830000;2118300
211840000;2118400
211850000;2118500
211860000;2118600
211870000;2118700
211890000;2118900
211900000;2119000
211910000;2119100
211920000;2119200
211930000;2119300
211940000;2119400
211950000;2119500
211960000;2119600
211970000;2119700
211980000;2119800
211990000;2119900
212000000;2120000
212010000;2120100
212020000;2120200
212030000;2120300
212040000;2120400
212050000;2120500
212070000;2120700
212080000;2120800
212090000;2120900
212100000;2121000
212110000;2121100
212120000;2121200
212140000;2121400
212150000;2121500
212160000;2121600
212170000;2121700
212180000;2121800
212190000;2121900
212200000;2122000
212210000;2122100
212220000;2122200
212230000;2122300
212240000;2122400
212250000;2122500
212260000;2122600
212270000;2122700
212280000;2122800
212290000;2122900
212300000;2123000
212310101;2123101
212310102;2123101
212310103;2123101
212310201;2123102
212310202;2123102
212310301;2123103
212310302;2123103
212310303;2123103
212310304;2123103
212310305;2123103
212310401;2123104
212310402;2123104
212310403;2123104
212310404;2123104
212310501;2123105
212310502;2123105
212310503;2123105
212310601;2123106
212310701;2123107
212310702;2123107
212310703;2123107
212310704;2123107
212310801;2123108
212310802;2123108
212310803;2123108
212310804;2123108
212310901;2123109
212311001;2123110
212311002;2123110
212311003;2123110
212311004;2123110
212311005;2123110
212311006;2123110
212311101;2123111
212311201;2123112
212311202;2123112
212311203;2123112
212311204;2123112
212311301;2123113
212311302;2123113
212311303;2123113
212311401;2123114
212311402;2123114
212311501;2123115
212311502;2123115
212311503;2123115
212311601;2123116
212311602;2123116
212311603;2123116
212311604;2123116
212311701;2123117
212311702;2123117
212311703;2123117
212311704;2123117
212311801;2123118
212311802;2123118
212311803;2123118
212311804;2123118
212312001;2123120
212312002;2123120
212312003;2123120
212319801;2123198
212319802;2123198
212319803;2123198
212319804;2123198
212319901;2123199
212320000;2123200
212330000;2123300
212340000;2123400
212350000;2123500
212360000;2123600
212370000;2123700
212380000;2123800
212390000;2123900
212400000;2124000
212410000;2124100
212420000;2124200
212430000;2124300
212440000;2124400
212450000;2124500
212460000;2124600
212470000;2124700
212480000;2124800
212490000;2124900
212500000;2125000
212510000;2125100
212520000;2125200
212530000;2125300
212540000;2125400
212550000;2125500
212560000;2125600
212570000;2125700
212580000;2125800
212590000;2125900
212600000;2126000
212610000;2126100
212620000;2126200
212630000;2126300
212640000;2126400
212650000;2126500
212660000;2126600
212670000;2126700
212680000;2126800
212690000;2126900
212700000;2127000
212710000;2127100
212720000;2127200
212730000;2127300
212740000;2127400
212750000;2127500
212760000;2127600
212770000;2127700
212780101;2127801
212780102;2127801
212780103;2127801
212780104;2127801
212780199;2127801
212790000;2127900
212800000;2128000
212810000;2128100
212820000;2128200
212830000;2128300
212840000;2128400
212850000;2128500
212860000;2128600
212870000;2128700
212880000;2128800
212890000;2128900
212900000;2129000
212910000;2129100
212920101;2129201
212920102;2129201
212930000;2129300
212940000;2129400
212950000;2129500
212960000;2129600
212970000;2129700
212980000;2129800
212990000;2129900
213000000;2130000
213010000;2130100
213020000;2130200
213030000;2130300
213040000;2130400
213050000;2130500
213060000;2130600
213070000;2130700
213080000;2130800
213090000;2130900
213100000;2131000
213110000;2131100
213120000;2131200
213130000;2131300
213140000;2131400
213150000;2131500
213160000;2131600
213170000;2131700
213190000;2131900
213200000;2132000
213210000;2132100
213220000;2132200
213230000;2132300
213240000;2132400
213250000;2132500
213260000;2132600
213270000;2132700
213280000;2132800
213290000;2132900
213300000;2133000
213310000;2133100
213320000;2133200
213330000;2133300
213340000;2133400
213350000;2133500
213360000;2133600
213370000;2133700
213380000;2133800
213390000;2133900
213400000;2134000
213410000;2134100
213420000;2134200
213430000;2134300
213440000;2134400
213450000;2134500
213460000;2134600
213470000;2134700
213480000;2134800
213490000;2134900
213500000;2135000
213510000;2135100
213520000;2135200
213530000;2135300
213540000;2135400
213550101;2135501
213550102;2135501
213550103;2135501
213550501;2135505
213560000;2135600
213570000;2135700
213580000;2135800
213590000;2135900
213600000;2136000
213610000;2136100
213620000;2136200
213630000;2136300
213640000;2136400
213650000;2136500
213660000;2136600
213670000;2136700
213680000;2136800
213690000;2136900
213700000;2137000
213710000;2137100
213720000;2137200
213730000;2137300
213740000;2137400
213750000;2137500
213760000;2137600
213770000;2137700
213780000;2137800
213790000;2137900
213800000;2138000
213810000;2138100
213820000;2138200
213830000;2138300
213840000;2138400
213850000;2138500
213860000;2138600
213870000;2138700
213880000;2138800
213890000;2138900
213900101;2139001
213900102;2139001
213909801;2139098
213910000;2139100
213920000;2139200
213930000;2139300
213940000;2139400
213950000;2139500
213960000;2139600
213970000;2139700
213980000;2139800
213990000;2139900
214000000;2140000
214010000;2140100
214020000;2140200
214030000;2140300
214040000;2140400
214050000;2140500
214060000;2140600
214070000;2140700
214080000;2140800
214090000;2140900
214100000;2141000
214110000;2141100
214120000;2141200
214130000;2141300
214140000;2141400
214150000;2141500
214160000;2141600
214170000;2141700
214180000;2141800
214190000;2141900
214200000;2142000
214210000;2142100
214220000;2142200
214230000;2142300
214240000;2142400
214250101;2142501
214250102;2142501
214250103;2142501
214260000;2142600
214270000;2142700
214280000;2142800
214290000;2142900
214300000;2143000
214310000;2143100
214320000;2143200
214330000;2143300
214340000;2143400
214350000;2143500
214360000;2143600
214370000;2143700
214380000;2143800
214390000;2143900
214400000;2144000
214410000;2144100
214420000;2144200
214440000;2144400
214450000;2144500
214460000;2144600
214470000;2144700
214480000;2144800
214490000;2144900
214500000;2145000
214510000;2145100
214520000;2145200
214540000;2145400
214550000;2145500
214560000;2145600
214570000;2145700
214580000;2145800
214590000;2145900
214600000;2146000
214610000;2146100
214620000;2146200
214630000;2146300
214640101;2146401
214640102;2146401
214650000;2146500
214660000;2146600
214670000;2146700
214680000;2146800
214690000;2146900
214700000;2147000
214710000;2147100
214720000;2147200
214730000;2147300
214740000;2147400
214750000;2147500
214760000;2147600
214770000;2147700
214780000;2147800
214790000;2147900
214800000;2148000
214810000;2148100
214820000;2148200
214830000;2148300
214840000;2148400
214850000;2148500
214870000;2148700
214880000;2148800
214890000;2148900
214900000;2149000
214910000;2149100
214920000;2149200
214930000;2149300
214940000;2149400
214950000;2149500
214960000;2149600
214970000;2149700
214980000;2149800
214990000;2149900
215000000;2150000
215010000;2150100
215020000;2150200
215030000;2150300
215040000;2150400
215050000;2150500
215060000;2150600
215080000;2150800
215100000;2151000
215110000;2151100
215120000;2151200
215140000;2151400
215150101;2151501
215150102;2151501
215150103;2151501
215150104;2151501
215150199;2151501
215160000;2151600
215170000;2151700
215180000;2151800
215190000;2151900
215200000;2152000
215210000;2152100
215220000;2152200
215230000;2152300
215240000;2152400
215250000;2152500
215260000;2152600
215270000;2152700
215280000;2152800
215290000;2152900
215300000;2153000
215310000;2153100
215320000;2153200
215330000;2153300
215340000;2153400
215350000;2153500
215360000;2153600
215370000;2153700
215380000;2153800
215390000;2153900
215400101;2154001
215400102;2154001
215400198;2154001
215400199;2154001
215410000;2154100
215420000;2154200
215430000;2154300
215440000;2154400
215450000;2154500
215460000;2154600
215470000;2154700
215480000;2154800
215490000;2154900
215500000;2155000
215520000;2155200
215530000;2155300
215540000;2155400
215550000;2155500
215560000;2155600
215570000;2155700
215580000;2155800
215590000;2155900
215600000;2156000
215610000;2156100
215620000;2156200
215630000;2156300
215640000;2156400
215650000;2156500
215660000;2156600
215670000;2156700
215680000;2156800
215690000;2156900
215700000;2157000
215710000;2157100
215720000;2157200
215730000;2157300
215740000;2157400
215750000;2157500
215760000;2157600
215770000;2157700
215780000;2157800
215790000;2157900
215800000;2158000
215810000;2158100
215820000;2158200
215830000;2158300
215840000;2158400
215850000;2158500
215860000;2158600
215870000;2158700
215880000;2158800
215890000;2158900
215900000;2159000
215910000;2159100
215920000;2159200
215930000;2159300
215940000;2159400
215950000;2159500
215960000;2159600
215970000;2159700
215980000;2159800
215990000;2159900
216000000;2160000
216010000;2160100
216020000;2160200
216030101;2160301
216030102;2160301
216040000;2160400
216050000;2160500
216060000;2160600
216070000;2160700
216080000;2160800
216090000;2160900
216100000;2161000
216110000;2161100
216120000;2161200
216130000;2161300
216140000;2161400
216150000;2161500
216160000;2161600
216170101;2161701
216170102;2161701
216170103;2161701
216170104;2161701
216170105;2161701
216170106;2161701
216180000;2161800
216190000;2161900
216200000;2162000
216220000;2162200
216230000;2162300
216240000;2162400
216250000;2162500
216260000;2162600
216270000;2162700
216280000;2162800
216290000;2162900
216300000;2163000
216310000;2163100
216320000;2163200
216330000;2163300
216340000;2163400
216350000;2163500
216360000;2163600
216370000;2163700
216380000;2163800
216390000;2163900
216400000;2164000
216410000;2164100
216420000;2164200
216430000;2164300
216440000;2164400
216450000;2164500
216460000;2164600
216470000;2164700
216480000;2164800
216490000;2164900
216500000;2165000
216510000;2165100
216520000;2165200
216530000;2165300
216550000;2165500
216560000;2165600
216570000;2165700
216590000;2165900
216600000;2166000
216610000;2166100
216620000;2166200
216630000;2166300
216640000;2166400
216650000;2166500
216660000;2166600
216670000;2166700
216690000;2166900
216700000;2167000
216710000;2167100
216720000;2167200
216730000;2167300
216740000;2167400
216750000;2167500
216760000;2167600
216770000;2167700
216780000;2167800
216790000;2167900
216800000;2168000
216810000;2168100
216820000;2168200
216830000;2168300
216840000;2168400
216850000;2168500
216860000;2168600
216870000;2168700
216880000;2168800
216890000;2168900
216900000;2169000
216910000;2169100
216920000;2169200
216930000;2169300
216940000;2169400
216950000;2169500
216960000;2169600
216980000;2169800
216990000;2169900
217000000;2170000
217010000;2170100
217020000;2170200
217030000;2170300
217040000;2170400
217050000;2170500
217060000;2170600
217070000;2170700
217080000;2170800
217090000;2170900
217100000;2171000
217110000;2171100
217120000;2171200
217130000;2171300
217140000;2171400
217150000;2171500
217160000;2171600
217170000;2171700
220010000;2200100
220020000;2200200
220030000;2200300
220040101;2200401
220040102;2200401
220050000;2200500
220060000;2200600
220080000;2200800
220090000;2200900
220110000;2201100
220120000;2201200
220130000;2201300
220140000;2201400
220150000;2201500
220160000;2201600
220180000;2201800
220190000;2201900
220200000;2202000
220210000;2202100
220230000;2202300
220240000;2202400
220250000;2202500
220260000;2202600
220270000;2202700
220280000;2202800
220290000;2202900
220300000;2203000
220310000;2203100
220320000;2203200
220330000;2203300
220340000;2203400
220350000;2203500
220360000;2203600
220370000;2203700
220390000;2203900
220400000;2204000
220410000;2204100
220420000;2204200
220430000;2204300
220440000;2204400
220450000;2204500
220460000;2204600
220470000;2204700
220480000;2204800
220490000;2204900
220500101;2205001
220500102;2205001
220500103;2205001
220500104;2205001
220500106;2205001
220500107;2205001
220500201;2205002
220520000;2205200
220530000;2205300
220540000;2205400
220550000;2205500
220560000;2205600
220570000;2205700
220590000;2205900
220600000;2206000
220610000;2206100
220620000;2206200
220630000;2206300
220640000;2206400
220650000;2206500
220670000;2206700
220680000;2206800
220690000;2206900
220700101;2207001
220700102;2207001
220700103;2207001
220700104;2207001
220710000;2207100
220720000;2207200
220730000;2207300
220740000;2207400
220750000;2207500
220760000;2207600
220770000;2207700
220790000;2207900
220810000;2208100
220820000;2208200
220830000;2208300
220840000;2208400
220850000;2208500
220860000;2208600
220870000;2208700
220880000;2208800
220900000;2209000
220910000;2209100
220920000;2209200
220930101;2209301
220930102;2209301
220930103;2209301
220930104;2209301
220930106;2209301
220930201;2209302
220940000;2209400
220950000;2209500
220960000;2209600
220970000;2209700
220980000;2209800
220990000;2209900
221010000;2210100
221030000;2210300
221040000;2210400
221050000;2210500
221060101;2210601
221060102;2210601
221060103;2210601
221060104;2210601
221070000;2210700
221080000;2210800
221090000;2210900
221100000;2211000
221110000;2211100
221120000;2211200
221130101;2211301
221130102;2211301
221130103;2211301
221130104;2211301
221130105;2211301
221130106;2211301
221130107;2211301
221130108;2211301
221140000;2211400
221150000;2211500
221160000;2211600
221170000;2211700
221180000;2211800
221190000;2211900
221210000;2212100
221220000;2212200
